ot;periodo;serviciousuariots;orden_parada;paraderousuario;nombreparada;carga
P_OT05;18;537I;15.0;PJ225;Serrano / esq. Demóstenes;2.142857142857143
P_OT05;18;537I;16.0;PJ226;Serrano / esq. Av. San Pablo;2.142857142857143
P_OT05;18;537I;17.0;PJ820;Avenida San Pablo / esq. Av. Jose Guzmán R.;2.142857142857143
P_OT05;18;537I;18.0;PJ161;Avenida San Pablo / esq. Av. Jose Guzmán R.;1.5714285714285714
P_OT05;18;537I;19.0;PJ162;Parada 2 / Vespucio - San Pablo;1.4285714285714286
P_OT05;18;537I;20.0;PJ1726;Parada 2 / Rotonda Sn. Pablo;1.1428571428571428
P_OT05;18;537I;21.0;PJ1049;Oceánica / esq. Puerto Vespucio;1.1428571428571428
P_OT05;18;537I;22.0;PJ1560;Puerto Vespucio / esq. Puerto Santiago;1.1428571428571428
P_OT05;18;537I;23.0;PJ1559;Puerto Vespucio / esq. Puerto Santiago;1.1428571428571428
P_OT05;18;537I;24.0;PJ1601;Puerto Santiago / esq. Puerto Madero;1.1428571428571428
P_OT05;18;537I;25.0;PJ1600;Fundo San Pedro / esq. Cam. Pedro Jorquera;0.14285714285714285
P_OT05;18;537R;1.0;PJ1059;Pedro Jorquera / esq. Puerto Vespucio;4.0
P_OT05;18;537R;2.0;PJ1057;Parada / Mar del Sur;4.0
P_OT05;18;537R;3.0;PJ1058;Pedro Jorquera / esq. Oceanía;4.0
P_OT05;18;537R;4.0;PJ1048;Oceánica / esq. Av. A. Vespucio;4.0
P_OT05;18;537R;5.0;PJ114;Parada 1 / Rotonda Sn. Pablo;4.125
P_OT05;18;537R;6.0;PJ115;Parada 1 / Vespucio - San Pablo;4.0
P_OT05;18;537R;7.0;PJ116;Avenida San Pablo / esq. Av. Jose Guzmán R.;4.0
P_OT05;18;537R;8.0;PJ164;Avenida San Pablo / esq. El Tranque;3.25
P_OT05;18;537R;9.0;PJ816;Serrano / esq. Fidias;3.125
P_OT05;18;537R;10.0;PJ205;Serrano / esq. Av. Gral. O. Bonilla;5.875
P_OT05;18;537R;11.0;PJ206;Av. Gral. Oscar Bonilla / esq. Federico Errázuriz;7.0
P_OT05;18;537R;12.0;PJ207;Av. Gral. Oscar Bonilla / esq. Psje. Territorial;7.875
P_OT05;18;537R;13.0;PJ208;Av. Gral. Oscar Bonilla / esq. Los Changos;8.75
P_OT05;18;537R;14.0;PJ209;Av. Gral. Oscar Bonilla / esq. Avenida La Estrella;9.875
P_OT05;18;537R;15.0;PJ210;Av. Gral. Oscar Bonilla / esq. El Salitre;10.75
P_OT05;18;537R;16.0;PJ211;Av. Gral. Oscar Bonilla / esq. Pte. Cementerio;12.0
P_OT05;18;537R;17.0;PJ212;Av. Gral. Oscar Bonilla / esq. Pte. Cementerio;12.5
P_OT05;18;537R;18.0;PJ213;Av. Gral. Oscar Bonilla / esq. Pte. Cementerio;12.75
P_OT05;18;537R;19.0;PJ1682;Parada 7 / (M) Barrancas;5.625
P_OT05;18;537R;20.0;PI750;Av. Gral. Oscar Bonilla / esq. Chicago;5.625
P_OT05;18;537R;21.0;PI751;Av. Gral. Oscar Bonilla / esq. Búfalo;5.625
P_OT05;18;537R;22.0;PI752;Av. Gral. Oscar Bonilla / esq. Gral. J. Buendía;5.375
P_OT05;18;537R;23.0;PI753;Parada / Casa de la Cultura Lo Prado;5.25
P_OT05;18;537R;24.0;PI754;Av. Gral. Oscar Bonilla / esq. Ministro Gana;5.125
P_OT05;18;537R;25.0;PJ96;Parada 5 / (M) Pajaritos;0.75
P_OT05;19;537I;1.0;PJ96;Parada 5 / (M) Pajaritos;0.8333333333333334
P_OT05;19;537I;2.0;PI761;Av. Gral. Oscar Bonilla / esq. Escul Fraser;1.1666666666666667
P_OT05;19;537I;3.0;PI762;Av. Gral. Oscar Bonilla / esq. Búfalo;1.3333333333333333
P_OT05;19;537I;4.0;PI763;Av. Gral. Oscar Bonilla / esq. Chicago;1.6666666666666667
P_OT05;19;537I;5.0;PI764;Parada 6 / (M) Barrancas;6.5
P_OT05;19;537I;6.0;PJ216;Av. Gral. Oscar Bonilla / esq. Rupia Hindú;6.833333333333333
P_OT05;19;537I;7.0;PJ217;Av. Gral. Oscar Bonilla / esq. Los Ediles;6.833333333333333
P_OT05;19;537I;8.0;PJ218;Av. Gral. Oscar Bonilla / esq. Rublo Ruso;6.166666666666667
P_OT05;19;537I;9.0;PJ219;Av. Gral. Oscar Bonilla / esq. El Salitre;6.0
P_OT05;19;537I;10.0;PJ220;Av. Gral. Oscar Bonilla / esq. Avenida La Estrella;4.666666666666667
P_OT05;19;537I;11.0;PJ221;Av. Gral. Oscar Bonilla / esq. Osa Mayor;3.5
P_OT05;19;537I;12.0;PJ223;Av. Gral. Oscar Bonilla / esq. Federico Errázuriz;3.0
P_OT05;19;537I;13.0;PJ224;Av. Gral. Oscar Bonilla / esq. Avenida Serrano;2.1666666666666665
P_OT05;19;537I;14.0;PJ1734;Av. Gral. Oscar Bonilla / esq. Avenida Serrano;2.1666666666666665
P_OT05;19;537I;15.0;PJ225;Serrano / esq. Demóstenes;1.5
P_OT05;19;537I;16.0;PJ226;Serrano / esq. Av. San Pablo;1.5
P_OT05;19;537I;17.0;PJ820;Avenida San Pablo / esq. Av. Jose Guzmán R.;1.5
P_OT05;19;537I;18.0;PJ161;Avenida San Pablo / esq. Av. Jose Guzmán R.;1.5
P_OT05;19;537I;19.0;PJ162;Parada 2 / Vespucio - San Pablo;1.3333333333333333
P_OT05;19;537I;20.0;PJ1726;Parada 2 / Rotonda Sn. Pablo;1.5
P_OT05;19;537I;21.0;PJ1049;Oceánica / esq. Puerto Vespucio;1.5
P_OT05;19;537I;22.0;PJ1560;Puerto Vespucio / esq. Puerto Santiago;1.5
P_OT05;19;537I;23.0;PJ1559;Puerto Vespucio / esq. Puerto Santiago;1.1666666666666667
P_OT05;19;537I;24.0;PJ1601;Puerto Santiago / esq. Puerto Madero;0.8333333333333334
P_OT05;19;537I;25.0;PJ1600;Fundo San Pedro / esq. Cam. Pedro Jorquera;0.5
P_OT05;19;537R;1.0;PJ1059;Pedro Jorquera / esq. Puerto Vespucio;0.3333333333333333
P_OT05;19;537R;2.0;PJ1057;Parada / Mar del Sur;0.8333333333333334
P_OT05;19;537R;3.0;PJ1058;Pedro Jorquera / esq. Oceanía;0.8333333333333334
P_OT05;19;537R;4.0;PJ1048;Oceánica / esq. Av. A. Vespucio;0.8333333333333334
P_OT05;19;537R;5.0;PJ114;Parada 1 / Rotonda Sn. Pablo;1.3333333333333333
P_OT05;19;537R;6.0;PJ115;Parada 1 / Vespucio - San Pablo;1.5
P_OT05;19;537R;7.0;PJ116;Avenida San Pablo / esq. Av. Jose Guzmán R.;1.6666666666666667
P_OT05;19;537R;8.0;PJ164;Avenida San Pablo / esq. El Tranque;1.3333333333333333
P_OT05;19;537R;9.0;PJ816;Serrano / esq. Fidias;1.6666666666666667
P_OT05;19;537R;10.0;PJ205;Serrano / esq. Av. Gral. O. Bonilla;2.5
P_OT05;19;537R;11.0;PJ206;Av. Gral. Oscar Bonilla / esq. Federico Errázuriz;4.0
P_OT05;19;537R;12.0;PJ207;Av. Gral. Oscar Bonilla / esq. Psje. Territorial;5.0
P_OT05;19;537R;13.0;PJ208;Av. Gral. Oscar Bonilla / esq. Los Changos;7.0
P_OT05;19;537R;14.0;PJ209;Av. Gral. Oscar Bonilla / esq. Avenida La Estrella;7.833333333333333
P_OT05;19;537R;15.0;PJ210;Av. Gral. Oscar Bonilla / esq. El Salitre;8.333333333333334
P_OT05;19;537R;16.0;PJ211;Av. Gral. Oscar Bonilla / esq. Pte. Cementerio;9.333333333333334
P_OT05;19;537R;17.0;PJ212;Av. Gral. Oscar Bonilla / esq. Pte. Cementerio;9.166666666666666
P_OT05;19;537R;18.0;PJ213;Av. Gral. Oscar Bonilla / esq. Pte. Cementerio;9.0
P_OT05;19;537R;19.0;PJ1682;Parada 7 / (M) Barrancas;2.5
P_OT05;19;537R;20.0;PI750;Av. Gral. Oscar Bonilla / esq. Chicago;2.8333333333333335
P_OT05;19;537R;21.0;PI751;Av. Gral. Oscar Bonilla / esq. Búfalo;2.8333333333333335
P_OT05;19;537R;22.0;PI752;Av. Gral. Oscar Bonilla / esq. Gral. J. Buendía;2.8333333333333335
P_OT05;19;537R;23.0;PI753;Parada / Casa de la Cultura Lo Prado;2.6666666666666665
P_OT05;19;537R;24.0;PI754;Av. Gral. Oscar Bonilla / esq. Ministro Gana;2.6666666666666665
P_OT05;19;537R;25.0;PJ96;Parada 5 / (M) Pajaritos;1.3333333333333333
P_OT05;21;510I;1.0;PI212;Av. Américo Vespucio / esq. Av. El Descanso;2.0
P_OT05;21;510I;2.0;PI241;Av. Américo Vespucio / esq. Avenida Los Mares;2.0
P_OT05;21;510I;3.0;PI242;Parada 2 / Cementerio Parque del Sendero;9.0
P_OT05;21;510I;4.0;PI243;Marta Ossa Ruíz / esq. Sn. Juan de La Cruz;9.0
P_OT05;21;510I;5.0;PI244;Marta Ossa Ruíz / esq. Min Antonio Varas;9.0
P_OT05;21;510I;6.0;PJ1684;Avenida La Estrella / esq. Lebreles;10.0
P_OT05;21;510I;7.0;PI739;Avenida La Estrella / esq. Océano Atlántico;9.5
P_OT05;21;510I;8.0;PI740;Avenida La Estrella / esq. Laguna Zapallar;9.5
P_OT05;21;510I;9.0;PJ1683;Avenida La Estrella / esq. Avenida Laguna -Sur;13.0
P_OT05;21;510I;10.0;PJ253;Avenida La Estrella / esq. El Abeto;13.0
P_OT05;21;510I;11.0;PJ254;Avenida La Estrella / esq. Avenida La Travesia;13.0
P_OT05;21;510I;12.0;PJ549;Avenida La Travesía / esq. Estados Unidos;12.5
P_OT05;21;510I;13.0;PJ550;Avenida La Travesía / esq. Mar de Drake;13.5
P_OT05;21;510I;14.0;PJ551;Avenida La Travesía / esq. Juan Guzmán C.;12.5
P_OT05;21;510I;15.0;PJ552;Avenida La Travesía / esq. Los Tucanes;9.5
P_OT05;21;510I;16.0;PI748;Av. Teniente Cruz / esq. Claudio Arrau;9.5
P_OT05;21;510I;17.0;PI749;Parada 5 / (M) Barrancas;14.0
P_OT05;21;510I;18.0;PI750;Av. Gral. Oscar Bonilla / esq. Chicago;14.0
P_OT05;21;510I;19.0;PI751;Av. Gral. Oscar Bonilla / esq. Búfalo;14.0
P_OT05;21;510I;20.0;PI752;Av. Gral. Oscar Bonilla / esq. Gral. J. Buendía;15.0
P_OT05;21;510I;21.0;PI753;Parada / Casa de la Cultura Lo Prado;15.0
P_OT05;21;510I;22.0;PI754;Av. Gral. Oscar Bonilla / esq. Ministro Gana;15.0
P_OT05;21;510I;23.0;PJ96;Parada 5 / (M) Pajaritos;15.0
P_OT05;21;510I;24.0;PI1042;Parada 2 / (M) Las Rejas;17.5
P_OT05;21;510I;25.0;PI457;Parada 3 / (M) Ecuador;16.5
P_OT05;21;510I;26.0;PI339;Parada 3 / Concón;17.0
P_OT05;21;510I;27.0;PI401;Parada 4 / (M) San Alberto Hurtado;16.0
P_OT05;21;510I;28.0;PI439;Parada 3 / (M) Universidad de Santiago;19.5
P_OT05;21;510I;29.0;PI342;Parada 1 / San Borja;19.0
P_OT05;21;510I;30.0;PA368;Parada 4 / (M) Estación Central;20.5
P_OT05;21;510I;31.0;PA335;Parada 3 / (M) Unión Latinoamericana;20.0
P_OT05;21;510I;32.0;PA164;Parada 2 / (M) República;20.0
P_OT05;21;510I;33.0;PA337;Parada 8 / (M) Los Héroes;19.0
P_OT05;21;510I;34.0;PA233;Manuel Rodríguez / esq. Sazié;19.0
P_OT05;21;510I;35.0;PA35;Parada 1 / (M) Toesca;19.0
P_OT05;21;510I;36.0;PA36;Manuel Rodríguez / esq. Domeyko;19.0
P_OT05;21;510I;37.0;PA469;Parada 8 / Plaza Ercilla;19.0
P_OT05;21;510I;38.0;PA435;Parada 4 / (M) Parque O'Higgins;48.0
P_OT05;21;510I;39.0;PA436;Avenida Matta / esq. Nataniel Cox;52.0
P_OT05;21;510I;40.0;PA658;Avenida Matta / esq. San Diego;53.0
P_OT05;21;510I;41.0;PA438;Avenida Matta / esq. San Francisco;47.0
P_OT05;21;510I;42.0;PA439;Avenida Matta / esq. Av. Santa Rosa;46.5
P_OT05;21;510I;43.0;PA440;Avenida Matta / esq. Carmen;45.5
P_OT05;21;510I;44.0;PA666;Avenida Matta / esq. Sierra Bella;45.5
P_OT05;21;510I;45.0;PA442;Avenida Matta / esq. Avenida Portugal;45.0
P_OT05;21;510I;46.0;PD524;Parada 3 / (M) Irarrázaval;36.0
P_OT05;21;510I;47.0;PD643;Parada 1 / Suárez Mujica;34.5
P_OT05;21;510I;48.0;PD644;Parada 1 / Villa Olímpica;33.5
P_OT05;21;510I;49.0;PD589;Parada 1 / Avenida Marathon;31.0
P_OT05;21;510I;50.0;PD115;Parada 1 / (M) Est.Nacional;29.5
P_OT05;21;510I;51.0;PD116;Parada 1 / Los Tres Antonios;28.0
P_OT05;21;510I;52.0;PD590;Parada 1 / Pedagógico;21.5
P_OT05;21;510I;53.0;PD592;Parada 1 / Centro de Salud Salvador Bustos;21.0
P_OT05;21;510I;54.0;PD645;Parada 1 / ADO Chile;17.5
P_OT05;21;510I;55.0;PD535;Parada 5 / (M) Grecia;16.5
P_OT05;21;510I;56.0;PD571;Parada 1 / Los Molineros - Av. Grecia;13.0
P_OT05;21;510I;57.0;PI1272;Ictinos / esq. Calle 37;10.0
P_OT05;21;510I;58.0;PD486;Ictinos / esq. Laura Rodríguez;11.0
P_OT05;21;510I;59.0;PD487;Ictinos / esq. Avenida Oriental;11.0
P_OT05;21;510I;60.0;PD488;Avenida Oriental / esq. Parque 2;10.5
P_OT05;21;510I;61.0;PD489;Avenida Oriental / esq. Andrea López Z.;15.0
P_OT05;21;510I;62.0;PD490;Avenida Oriental / esq. Avenida Tobalaba;15.0
P_OT05;21;510I;63.0;PD491;Av. Las Parcelas / esq. Pasaje 445;16.5
P_OT05;21;510I;64.0;PD492;Av. Las Parcelas / esq. Laguna Salada;16.5
P_OT05;21;510I;65.0;PD493;Av. Las Parcelas / esq. Lago Rosselot;15.0
P_OT05;21;510I;66.0;PD494;Av. Las Parcelas / esq. Av. Consistorial;14.5
P_OT05;21;510I;67.0;PD495;Av. Las Parcelas / esq. Amanecer;14.5
P_OT05;21;510I;68.0;PD496;Av. Las Parcelas / esq. El Alto ;14.5
P_OT05;21;510I;69.0;PD497;Av. Las Parcelas / esq. Río Claro;7.5
P_OT05;21;510I;70.0;PD498;Río Claro / esq. Paso Nevado;6.5
P_OT05;21;510I;71.0;PD499;Río Claro / esq. Valle Hermoso;6.5
P_OT05;21;510R;1.0;PD1215;Río Claro / esq. Valle Hermoso;0.5
P_OT05;21;510R;2.0;PD502;Río Claro / esq. Los Baqueanos;0.5
P_OT05;21;510R;3.0;PD503;Río Claro / esq. Av. Las Parcelas;0.5
P_OT05;21;510R;4.0;PD504;Av. Las Parcelas / esq. Qda. de Camarones;0.5
P_OT05;21;510R;5.0;PD505;Av. Las Parcelas / esq. Quebrada de Suca;1.5
P_OT05;21;510R;6.0;PD506;Av. Las Parcelas / esq. Av. Consistorial;1.5
P_OT05;21;510R;7.0;PD507;Av. Las Parcelas / esq. Lago Cochrane;1.0
P_OT05;21;510R;8.0;PD508;Av. Las Parcelas / esq. Lago Rosselot;2.0
P_OT05;21;510R;9.0;PD509;Av. Las Parcelas / esq. Alborada;5.5
P_OT05;21;510R;10.0;PD510;Av. Las Parcelas / esq. Pasaje 447;8.5
P_OT05;21;510R;11.0;PD369;Avenida Tobalaba / esq. Laura Rodríguez;8.0
P_OT05;21;510R;12.0;PD1412;Parada 7 / Tobalaba - Avenida Grecia;8.0
P_OT05;21;510R;13.0;PD575;Parada 2 / Ictinos - Avenida Grecia;6.5
P_OT05;21;510R;14.0;PD576;Parada 2 / Los Molineros - Av. Grecia;9.5
P_OT05;21;510R;15.0;PD577;Parada 2 / Cruz Almeyda - Avenida Grecia;12.0
P_OT05;21;510R;16.0;PD553;Parada 4 / (M) Grecia;13.5
P_OT05;21;510R;17.0;PD578;Parada 2 / ADO Chile;13.0
P_OT05;21;510R;18.0;PD579;Parada 2 / Centro de Salud Salvador Bustos;14.0
P_OT05;21;510R;19.0;PD559;Parada 2 / Pedagógico;15.0
P_OT05;21;510R;20.0;PD581;Parada 2 / Los Tres Antonios;20.0
P_OT05;21;510R;21.0;PD582;Parada 2 / (M) Est.Nacional;21.0
P_OT05;21;510R;22.0;PD583;Parada 2 / Avenida Marathon;22.0
P_OT05;21;510R;23.0;PD584;Parada 2 / Villa Olímpica;21.5
P_OT05;21;510R;24.0;PD585;Parada 2 / Suárez Mujica;22.0
P_OT05;21;510R;25.0;PD564;Parada 2 / (M) Irarrázaval;17.0
P_OT05;21;510R;26.0;PA443;Avenida Matta / esq. Avenida Portugal;18.5
P_OT05;21;510R;27.0;PA444;Avenida Matta / esq. Lira;18.5
P_OT05;21;510R;28.0;PA445;Avenida Matta / esq. Carmen;18.0
P_OT05;21;510R;29.0;PA446;Avenida Matta / esq. Av. Santa Rosa;15.0
P_OT05;21;510R;30.0;PA447;Avenida Matta / esq. Serrano;14.5
P_OT05;21;510R;31.0;PA448;Avenida Matta / esq. San Diego;16.5
P_OT05;21;510R;32.0;PA449;Avenida Matta / esq. Nataniel Cox;14.0
P_OT05;21;510R;33.0;PA450;Parada 1 / (M) Parque O'Higgins;30.5
P_OT05;21;510R;34.0;PA470;Parada 6 / Plaza Ercilla;35.5
P_OT05;21;510R;35.0;PA471;Vergara / esq. Gorbea;35.5
P_OT05;21;510R;36.0;PA472;Vergara / esq. Sazié;35.5
P_OT05;21;510R;37.0;PA347;Parada 1 / (M) Los Héroes;32.0
P_OT05;21;510R;38.0;PA348;Parada 6 / (M) República;31.5
P_OT05;21;510R;39.0;PA349;Parada 4 / (M) Unión Latinoamericana;31.5
P_OT05;21;510R;40.0;PA551;Parada 2 / (M) Unión Latinoamericana;31.5
P_OT05;21;510R;41.0;PA367;Parada 3 / (M) Estación Central;25.0
P_OT05;21;510R;42.0;PI454;Parada 2 / San Borja;24.0
P_OT05;21;510R;43.0;PI345;Parada 2 / (M) Universidad de Santiago;22.0
P_OT05;21;510R;44.0;PI449;Parada 6 / (M) San Alberto Hurtado;20.5
P_OT05;21;510R;45.0;PI450;Parada 2 / Concón;20.5
P_OT05;21;510R;46.0;PI458;Parada 2 / (M) Ecuador;18.5
P_OT05;21;510R;47.0;PJ165;Parada 6 / (M) Las Rejas;16.5
P_OT05;21;510R;48.0;PJ215;Avenida Ecuador / esq. Isla Decepción;17.0
P_OT05;21;510R;49.0;PI759;Parada 2 / (M) Pajaritos;17.0
P_OT05;21;510R;50.0;PI760;Av. Gral. Oscar Bonilla / esq. Ministro Gana;17.0
P_OT05;21;510R;51.0;PI761;Av. Gral. Oscar Bonilla / esq. Escul Fraser;17.0
P_OT05;21;510R;52.0;PI762;Av. Gral. Oscar Bonilla / esq. Búfalo;17.0
P_OT05;21;510R;53.0;PI763;Av. Gral. Oscar Bonilla / esq. Chicago;17.0
P_OT05;21;510R;54.0;PJ627;Parada 1 / (M) Barrancas;15.5
P_OT05;21;510R;55.0;PI765;Av. Teniente Cruz / esq. Av. La Travesía;11.5
P_OT05;21;510R;56.0;PJ628;Avenida La Travesía / esq. Diag. Teniente Cruz;10.5
P_OT05;21;510R;57.0;PJ629;Avenida La Travesía / esq. Mar de Drake;10.0
P_OT05;21;510R;58.0;PJ630;Avenida La Travesía / esq. Jorge Prat;8.0
P_OT05;21;510R;59.0;PJ631;Avenida La Travesía / esq. Avenida La Estrella;7.5
P_OT05;21;510R;60.0;PJ235;Avenida La Estrella / esq. El Abeto;6.5
P_OT05;21;510R;61.0;PJ236;Avenida La Estrella / esq. Avenida Laguna -Sur;5.0
P_OT05;21;510R;62.0;PI773;Avenida La Estrella / esq. Cignus;5.0
P_OT05;21;510R;63.0;PI774;Avenida La Estrella / esq. Casiopea;3.0
P_OT05;21;510R;64.0;PJ1671;Avenida La Estrella / esq. Avenida Los Mares;3.0
P_OT05;21;510R;65.0;PJ982;Avenida Los Mares / esq. Oceanía;2.5
P_OT05;21;510R;66.0;PJ76;Avenida Los Mares / esq. Av. A. Vespucio;1.0
P_OT05;21;510R;67.0;PI1652;Av. Américo Vespucio / esq. Camino El Olivo;1.0
P_OT05;21;510R;68.0;PI212;Av. Américo Vespucio / esq. Av. El Descanso;1.0
P_OT05;25;537I;1.0;PJ96;Parada 5 / (M) Pajaritos;0.25
P_OT05;25;537I;2.0;PI761;Av. Gral. Oscar Bonilla / esq. Escul Fraser;0.375
P_OT05;25;537I;3.0;PI762;Av. Gral. Oscar Bonilla / esq. Búfalo;0.375
P_OT05;25;537I;4.0;PI763;Av. Gral. Oscar Bonilla / esq. Chicago;0.5
P_OT05;25;537I;5.0;PI764;Parada 6 / (M) Barrancas;2.625
P_OT05;25;537I;6.0;PJ216;Av. Gral. Oscar Bonilla / esq. Rupia Hindú;2.625
P_OT05;25;537I;7.0;PJ217;Av. Gral. Oscar Bonilla / esq. Los Ediles;2.625
P_OT05;25;537I;8.0;PJ218;Av. Gral. Oscar Bonilla / esq. Rublo Ruso;2.875
P_OT05;25;537I;9.0;PJ219;Av. Gral. Oscar Bonilla / esq. El Salitre;2.75
P_OT05;25;537I;10.0;PJ220;Av. Gral. Oscar Bonilla / esq. Avenida La Estrella;2.0
P_OT05;25;537I;11.0;PJ221;Av. Gral. Oscar Bonilla / esq. Osa Mayor;1.75
P_OT05;25;537I;12.0;PJ223;Av. Gral. Oscar Bonilla / esq. Federico Errázuriz;1.625
P_OT05;25;537I;13.0;PJ224;Av. Gral. Oscar Bonilla / esq. Avenida Serrano;1.25
P_OT05;25;537I;14.0;PJ1734;Av. Gral. Oscar Bonilla / esq. Avenida Serrano;1.0
P_OT05;25;537I;15.0;PJ225;Serrano / esq. Demóstenes;1.0
P_OT05;25;537I;16.0;PJ226;Serrano / esq. Av. San Pablo;0.75
P_OT05;25;537I;17.0;PJ820;Avenida San Pablo / esq. Av. Jose Guzmán R.;1.25
P_OT05;25;537I;18.0;PJ161;Avenida San Pablo / esq. Av. Jose Guzmán R.;1.25
P_OT05;25;537I;19.0;PJ162;Parada 2 / Vespucio - San Pablo;0.875
P_OT05;25;537I;20.0;PJ1726;Parada 2 / Rotonda Sn. Pablo;0.375
P_OT05;25;537I;21.0;PJ1049;Oceánica / esq. Puerto Vespucio;0.375
P_OT05;25;537I;22.0;PJ1560;Puerto Vespucio / esq. Puerto Santiago;0.375
P_OT05;25;537I;23.0;PJ1559;Puerto Vespucio / esq. Puerto Santiago;0.25
P_OT05;25;537I;24.0;PJ1601;Puerto Santiago / esq. Puerto Madero;0.125
P_OT05;25;537I;25.0;PJ1600;Fundo San Pedro / esq. Cam. Pedro Jorquera;0.125
P_OT05;25;537R;1.0;PJ1059;Pedro Jorquera / esq. Puerto Vespucio;0.2857142857142857
P_OT05;25;537R;2.0;PJ1057;Parada / Mar del Sur;0.2857142857142857
P_OT05;25;537R;3.0;PJ1058;Pedro Jorquera / esq. Oceanía;0.2857142857142857
P_OT05;25;537R;4.0;PJ1048;Oceánica / esq. Av. A. Vespucio;0.2857142857142857
P_OT05;25;537R;5.0;PJ114;Parada 1 / Rotonda Sn. Pablo;0.2857142857142857
P_OT05;25;537R;6.0;PJ115;Parada 1 / Vespucio - San Pablo;0.2857142857142857
P_OT05;25;537R;7.0;PJ116;Avenida San Pablo / esq. Av. Jose Guzmán R.;0.2857142857142857
P_OT05;25;537R;8.0;PJ164;Avenida San Pablo / esq. El Tranque;0.42857142857142855
P_OT05;25;537R;9.0;PJ816;Serrano / esq. Fidias;0.5714285714285714
P_OT05;25;537R;10.0;PJ205;Serrano / esq. Av. Gral. O. Bonilla;1.4285714285714286
P_OT05;25;537R;11.0;PJ206;Av. Gral. Oscar Bonilla / esq. Federico Errázuriz;1.8571428571428572
P_OT05;25;537R;12.0;PJ207;Av. Gral. Oscar Bonilla / esq. Psje. Territorial;2.0
P_OT05;25;537R;13.0;PJ208;Av. Gral. Oscar Bonilla / esq. Los Changos;2.5714285714285716
P_OT05;25;537R;14.0;PJ209;Av. Gral. Oscar Bonilla / esq. Avenida La Estrella;3.7142857142857144
P_OT05;25;537R;15.0;PJ210;Av. Gral. Oscar Bonilla / esq. El Salitre;4.428571428571429
P_OT05;25;537R;16.0;PJ211;Av. Gral. Oscar Bonilla / esq. Pte. Cementerio;4.714285714285714
P_OT05;25;537R;17.0;PJ212;Av. Gral. Oscar Bonilla / esq. Pte. Cementerio;5.571428571428571
P_OT05;25;537R;18.0;PJ213;Av. Gral. Oscar Bonilla / esq. Pte. Cementerio;5.285714285714286
P_OT05;25;537R;19.0;PJ1682;Parada 7 / (M) Barrancas;1.4285714285714286
P_OT05;25;537R;20.0;PI750;Av. Gral. Oscar Bonilla / esq. Chicago;1.5714285714285714
P_OT05;25;537R;21.0;PI751;Av. Gral. Oscar Bonilla / esq. Búfalo;1.7142857142857142
P_OT05;25;537R;22.0;PI752;Av. Gral. Oscar Bonilla / esq. Gral. J. Buendía;1.7142857142857142
P_OT05;25;537R;23.0;PI753;Parada / Casa de la Cultura Lo Prado;1.7142857142857142
P_OT05;25;537R;24.0;PI754;Av. Gral. Oscar Bonilla / esq. Ministro Gana;1.7142857142857142
P_OT05;25;537R;25.0;PJ96;Parada 5 / (M) Pajaritos;0.2857142857142857
P_OT05;26;537I;1.0;PJ96;Parada 5 / (M) Pajaritos;0.2857142857142857
P_OT05;26;537I;2.0;PI761;Av. Gral. Oscar Bonilla / esq. Escul Fraser;0.2857142857142857
P_OT05;26;537I;3.0;PI762;Av. Gral. Oscar Bonilla / esq. Búfalo;0.42857142857142855
P_OT05;26;537I;4.0;PI763;Av. Gral. Oscar Bonilla / esq. Chicago;0.42857142857142855
P_OT05;26;537I;5.0;PI764;Parada 6 / (M) Barrancas;2.7142857142857144
P_OT05;26;537I;6.0;PJ216;Av. Gral. Oscar Bonilla / esq. Rupia Hindú;2.7142857142857144
P_OT05;26;537I;7.0;PJ217;Av. Gral. Oscar Bonilla / esq. Los Ediles;2.857142857142857
P_OT05;26;537I;8.0;PJ218;Av. Gral. Oscar Bonilla / esq. Rublo Ruso;2.857142857142857
P_OT05;26;537I;9.0;PJ219;Av. Gral. Oscar Bonilla / esq. El Salitre;2.7142857142857144
P_OT05;26;537I;10.0;PJ220;Av. Gral. Oscar Bonilla / esq. Avenida La Estrella;1.8571428571428572
P_OT05;26;537I;11.0;PJ221;Av. Gral. Oscar Bonilla / esq. Osa Mayor;1.4285714285714286
P_OT05;26;537I;12.0;PJ223;Av. Gral. Oscar Bonilla / esq. Federico Errázuriz;1.1428571428571428
P_OT05;26;537I;13.0;PJ224;Av. Gral. Oscar Bonilla / esq. Avenida Serrano;1.1428571428571428
P_OT05;26;537I;14.0;PJ1734;Av. Gral. Oscar Bonilla / esq. Avenida Serrano;0.8571428571428571
P_OT05;26;537I;15.0;PJ225;Serrano / esq. Demóstenes;0.7142857142857143
P_OT05;26;537I;16.0;PJ226;Serrano / esq. Av. San Pablo;0.42857142857142855
P_OT05;26;537I;17.0;PJ820;Avenida San Pablo / esq. Av. Jose Guzmán R.;0.42857142857142855
P_OT05;26;537I;18.0;PJ161;Avenida San Pablo / esq. Av. Jose Guzmán R.;0.42857142857142855
P_OT05;26;537I;19.0;PJ162;Parada 2 / Vespucio - San Pablo;0.42857142857142855
P_OT05;26;537I;20.0;PJ1726;Parada 2 / Rotonda Sn. Pablo;0.42857142857142855
P_OT05;26;537I;21.0;PJ1049;Oceánica / esq. Puerto Vespucio;0.42857142857142855
P_OT05;26;537I;22.0;PJ1560;Puerto Vespucio / esq. Puerto Santiago;0.42857142857142855
