ot;periodo;serviciousuariots;orden_parada;paraderousuario;nombreparada;carga
P_OT03;4;F23I;20.0;PF402;Av. Gabriela Oriente esq. / El Capitel;9.833333333333334
P_OT03;4;F23I;21.0;PF26;Av. Gabriela Oriente esq. / Nonato Coo;9.0
P_OT03;4;F23I;22.0;PF27;Av. Gabriela Oriente esq. / Los Azahares;9.166666666666666
P_OT03;4;F23I;23.0;PF28;Av. Gabriela Oriente esq. / Avenida México;8.0
P_OT03;4;F23I;24.0;PF29;Av. Gabriela Oriente esq. / Psje.Carlos Pomar M.;7.5
P_OT03;4;F23I;25.0;PF30;Av. Gabriela Oriente esq. / Nieves Oriente;7.166666666666667
P_OT03;4;F23I;26.0;PF31;Av. Gabriela Oriente esq. / San Fernando;6.0
P_OT03;4;F23I;27.0;PF32;Av. Gabriela Oriente esq. / Av.Camilo Henríquez;4.0
P_OT03;4;F23I;28.0;PF287;Parada  / Mall Plaza Tobalaba   El Peral;2.5
P_OT03;4;F23I;29.0;PF288;El Peral esq. / Las Nieves -Oriente;2.5
P_OT03;4;F23I;30.0;PF289;Las Nieves Oriente esq. / Alejandro Carpinter;2.8333333333333335
P_OT03;4;F23I;31.0;PF290;Las Nieves Oriente esq. / Avenida Los Toros;2.1666666666666665
P_OT03;4;F23I;32.0;PF291;Avenida Los Toros esq. / Navarra;1.6666666666666667
P_OT03;4;F23I;33.0;PF945;Parada 5 / Mall   Plaza Tobalaba;1.6666666666666667
P_OT03;4;F23R;1.0;PF4;Av. Camilo Henríquez esq. / Av. Gabriela Oriente;1.25
P_OT03;4;F23R;2.0;PF33;Av. Gabriela Oriente esq. / San Gabriel;6.0
P_OT03;4;F23R;3.0;PF34;Av. Gabriela Oriente esq. / Nev. Ojos del Salado;11.5
P_OT03;4;F23R;4.0;PF35;Av. Gabriela Oriente esq. / Las Nieves -Oriente;25.5
P_OT03;4;F23R;5.0;PF36;Av. Gabriela Oriente esq. / Anakena;32.75
P_OT03;4;F23R;6.0;PF37;Av. Gabriela Oriente esq. / Avenida México;35.0
P_OT03;4;F23R;7.0;PF38;Av. Gabriela Oriente esq. / Los Azahares;40.0
P_OT03;4;F23R;8.0;PF39;Av. Gabriela Oriente esq. / Nonato Coo;47.25
P_OT03;4;F23R;9.0;PF413;Av. Gabriela Oriente esq. / Ciprés de Guaitecas;47.25
P_OT03;4;F23R;10.0;PF350;Av. Gabriela Oriente esq. / La Campiña;47.25
P_OT03;4;F23R;11.0;PF167;Av. Gabriela Oriente esq. / Orion;45.0
P_OT03;4;F23R;12.0;PF310;Parada 6 / Hospital de Niños;43.5
P_OT03;4;F23R;13.0;PF311;Parada 3 / (M) Hospital   Sótero del Río;6.25
P_OT03;4;F23R;14.0;PF760;Parada 5 / Paradero 31   Av.Vicuña Mackenna;6.0
P_OT03;4;F23R;15.0;PF106;Avenida Gabriela esq. / Apolo;5.75
P_OT03;4;F23R;16.0;PF853;Parada  / Col. Sta. María    de la Cordillera;5.75
P_OT03;4;F23R;17.0;PF107;Avenida Gabriela esq. / Junquillar -Poniente;5.5
P_OT03;4;F23R;18.0;PF108;Avenida Gabriela esq. / J. de Dios Malebrán;4.5
P_OT03;4;F23R;19.0;PF109;Avenida Gabriela esq. / Ejército Libertador;4.0
P_OT03;4;F23R;20.0;PF110;Avenida Gabriela esq. / De Las Lunas;4.0
P_OT03;4;F23R;21.0;PF616;Creta esq. / Platón;7.0
P_OT03;4;F23R;22.0;PF617;Creta esq. / Miguel Angel;8.0
P_OT03;4;F23R;23.0;PF416;Creta esq. / Sagasca;6.5
P_OT03;4;F23R;24.0;PF417;Creta esq. / Av. L. Matte Larraín;7.25
P_OT03;4;F23R;25.0;PF377;Creta esq. / Mauvidanche;7.0
P_OT03;4;F23R;26.0;PF948;Mauvidanche esq. / Palo de Rosa;5.5
P_OT03;4;F23R;27.0;PF965;La Primavera esq. / Charwa;2.0
P_OT03;4;G12I;1.0;PG1585;Parada  / Est. Intermodal   Lo Ovalle;2.2
P_OT03;4;G12I;2.0;PG446;Carvajal esq. / Ciencias;2.2
P_OT03;4;G12I;3.0;PG447;Sergio Ceppi esq. / Colón;2.0
P_OT03;4;G12I;4.0;PG448;Sergio Ceppi esq. / Nueva 1;2.6
P_OT03;4;G12I;5.0;PG1592;Quellón esq. / Locarno;3.6
P_OT03;4;G12I;6.0;PG1165;Locarno esq. / Berna;4.0
P_OT03;4;G12I;7.0;PG451;Colón esq. / Zurich Sur;4.4
P_OT03;4;G12I;8.0;PG452;General Freire esq. / Ciencias;4.4
P_OT03;4;G12I;9.0;PG453;Ciencias esq. / Fernández Albano;4.4
P_OT03;4;G12I;10.0;PG1457;Ciencias esq. / Avenida El Parrón;4.6
P_OT03;4;G12I;11.0;PG671;El Parrón esq. / Paz;5.4
P_OT03;4;G12I;12.0;PG672;Colón esq. / Virgen del Pilar;5.6
P_OT03;4;G12I;13.0;PG1133;Isabel La Católica esq. / La Paz;6.4
P_OT03;4;G12I;14.0;PG1134;Isabel La Católica esq. / Vasconia;6.4
P_OT03;4;G12I;15.0;PG1135;Ciencias esq. / P. Aguirre Cerda;3.8
P_OT03;4;G12I;16.0;PG1136;Pedro Aguirre Cerda esq. / Industrias;4.4
P_OT03;4;G12I;17.0;PG1137;Pedro Aguirre Cerda esq. / Letras;10.6
P_OT03;4;G12I;18.0;PG409;Av. Américo Vespucio esq. / Av. J. J. Prieto Vial;11.0
P_OT03;4;G12I;19.0;PH288;Parada 2 / Cementerio   Metropolitano;11.2
P_OT03;4;G12I;20.0;PH287;Parada 1 / Cementerio   Metropolitano;11.2
P_OT03;4;G12I;21.0;PG1138;La Vendimia esq. / Avenida Ossa;12.2
P_OT03;4;G12I;22.0;PG1139;Goycolea esq. / La Tonada;17.0
P_OT03;4;G12I;23.0;PG1140;Goycolea esq. / Tucuman;18.6
P_OT03;4;G12I;24.0;PG1141;Goycolea esq. / Joaquín Díaz G.;21.8
P_OT03;4;G12I;25.0;PG1142;Goycolea esq. / Salas;22.4
P_OT03;4;G12I;26.0;PG1143;Salas esq. / Av. A. Vespucio;23.2
P_OT03;4;G12I;27.0;PG264;Parada 10 / (M) La Cisterna;1.8
P_OT03;4;G12R;1.0;PG1145;Avenida Ossa esq. / Los Juncos;4.166666666666667
P_OT03;4;G12R;2.0;PG1146;Parada  / Colegio   La Cisterna;4.166666666666667
P_OT03;4;G12R;3.0;PG1147;Avenida Ossa esq. / Canal Alberto;4.166666666666667
P_OT03;4;G12R;4.0;PG1148;Avenida Ossa esq. / Joaquín Díaz G.;4.833333333333333
P_OT03;4;G12R;5.0;PG1149;Avenida Ossa esq. / Alhué;4.0
P_OT03;4;G12R;6.0;PG1150;Avenida Ossa esq. / La Vendimia;3.6666666666666665
P_OT03;4;G12R;7.0;PG1151;Goycolea esq. / Tupungato;3.5
P_OT03;4;G12R;8.0;PG1152;Parada 4 / Cementerio   Metropolitano;4.333333333333333
P_OT03;4;G12R;9.0;PG1153;Pedro Aguirre Cerda esq. / Letras;4.666666666666667
P_OT03;4;G12R;10.0;PG1154;Pedro Aguirre Cerda esq. / Industrias;5.0
P_OT03;4;G12R;11.0;PG653;Industria esq. / Brisas del Maipo;5.5
P_OT03;4;G12R;12.0;PG1155;Brisas del Maipo esq. / La Paz;5.666666666666667
P_OT03;4;G12R;13.0;PG1156;Brisas del Maipo esq. / Ciencias;6.5
P_OT03;4;G12R;14.0;PG1157;Santa Anselma esq. / Vasconia;6.5
P_OT03;4;G12R;15.0;PG1158;Santa Anselma esq. / La Paz;7.0
P_OT03;4;G12R;16.0;PG1159;Isabel La Católica esq. / Colón;7.5
P_OT03;4;G12R;17.0;PG1160;Isabel La Católica esq. / Progreso;13.166666666666666
P_OT03;4;G12R;18.0;PG1161;Progreso esq. / Virgen del Pilar;13.333333333333334
P_OT03;4;G12R;19.0;PG1162;Virgen del Pilar esq. / Colón;13.5
P_OT03;4;G12R;20.0;PG1163;El Parrón esq. / Chile España;14.0
P_OT03;4;G12R;21.0;PG271;Parada 2 / Estadio   La Cisterna;14.833333333333334
P_OT03;4;G12R;22.0;PG272;Av. J. J. Prieto Vial esq. / Zurich Sur;15.5
P_OT03;4;G12R;23.0;PG1164;Locarno esq. / Quellón;20.333333333333332
P_OT03;4;G12R;24.0;PG1165;Locarno esq. / Berna;21.666666666666668
P_OT03;4;G12R;25.0;PG1166;Locarno esq. / San Luis;18.666666666666668
P_OT03;4;G12R;26.0;PG1167;Locarno esq. / Paulina;17.333333333333332
P_OT03;4;G12R;27.0;PG1585;Parada  / Est. Intermodal   Lo Ovalle;5.666666666666667
P_OT03;4;G15I;1.0;PG1583;Parada  / Est. Intermodal   La Cisterna;5.0
P_OT03;4;G15I;2.0;PG10;Parada 1 / Paradero 28   Gran Avenida;5.666666666666667
P_OT03;4;G15I;3.0;PG11;Parada  / Paradero 29   Gran Avenida;5.833333333333333
P_OT03;4;G15I;4.0;PG12;Parada 1 / Paradero 3   Gran Avenida;6.166666666666667
P_OT03;4;G15I;5.0;PG13;Parada 1 / Paradero 31   Gran Avenida;7.166666666666667
P_OT03;4;G15I;6.0;PG14;Parada  / Paradero 32   Gran Avenida;7.166666666666667
P_OT03;4;G15I;7.0;PG15;Gran Avenida esq. / Lo Espina;7.166666666666667
P_OT03;4;G15I;8.0;PG1235;Av. Observatorio esq. / Los Alerces;8.0
P_OT03;4;G15I;9.0;PG1236;Av. Observatorio esq. / Mariano Latorre;7.0
P_OT03;4;G15I;10.0;PG1237;Av. Observatorio esq. / Av. Padre Hurtado;8.833333333333334
P_OT03;4;G15I;11.0;PG1238;Av. Observatorio esq. / Los Maquis;8.5
P_OT03;4;G15I;12.0;PG635;Av. Observatorio esq. / Los Avellanos;8.833333333333334
P_OT03;4;G15I;13.0;PG636;Av. Observatorio esq. / Los Mimbres;9.5
P_OT03;4;G15I;14.0;PG1239;Av. Observatorio esq. / Los Pinares;9.333333333333334
P_OT03;4;G15I;15.0;PG1240;Av. Observatorio esq. / San Francisco;10.5
P_OT03;4;G15I;16.0;PG1241;Av. Observatorio esq. / Las Loicas;10.333333333333334
P_OT03;4;G15I;17.0;PG1242;Av. Observatorio esq. / Las Águilas;11.833333333333334
P_OT03;4;G15I;18.0;PG1243;Av. Observatorio esq. / Santa Graciela;13.5
P_OT03;4;G15I;19.0;PG1244;Av. Observatorio esq. / Los Almendros;12.666666666666666
P_OT03;4;G15I;20.0;PG1245;Av. Observatorio esq. / Santa Pilar;17.333333333333332
P_OT03;4;G15I;21.0;PG1246;Av. Observatorio esq. / Santa Elvira;19.333333333333332
P_OT03;4;G15I;22.0;PG1247;Av. Observatorio esq. / Poeta Pío Baroja;19.0
P_OT03;4;G15I;23.0;PG1248;Parada 6 / Paradero 31   Santa Rosa;7.666666666666667
P_OT03;4;G15I;24.0;PG140;Parada 2 / Colegio   Jorge Hunneus;6.166666666666667
P_OT03;4;G15I;25.0;PG825;Parada 5 / Santo Tomás   Santa Rosa;7.0
P_OT03;4;G15I;26.0;PG826;Av. Santo Tomás esq. / Gabriela Figueroa;6.833333333333333
P_OT03;4;G15I;27.0;PG827;Av. Santo Tomás esq. / J. Edwards Bello;5.166666666666667
P_OT03;4;G15I;28.0;PG1249;J. Edwards Bello esq. / Aníbal Hunneus;5.166666666666667
P_OT03;4;G15I;29.0;PG1686;General Arriagada esq. / H. Días Casanueva;5.0
P_OT03;4;G15I;30.0;PG830;General Arriagada esq. / Los Olmecas;5.0
P_OT03;4;G15I;31.0;PG1717;General Arriagada esq. / La Serena;4.333333333333333
P_OT03;4;G15I;32.0;PG832;La Serena esq. / San Miguel;3.5
P_OT03;4;G15I;33.0;PE1330;Bahía Catalina esq. / María Elena;1.5
P_OT03;4;G15I;34.0;PE1269;Maria Elena esq. / Sta. T. de los Andes;1.1666666666666667
P_OT03;4;G15I;35.0;PE1267;Maria Elena esq. / Miguel Mujica;0.8333333333333334
P_OT03;4;G15R;1.0;PE708;Miguel Mujica esq. / Gran Futuro;1.5
P_OT03;4;G15R;2.0;PE709;San Miguel esq. / La Catedral;2.5
P_OT03;4;G15R;3.0;PE710;San Miguel esq. / Bahía Catalina;5.75
P_OT03;4;G15R;4.0;PG1251;San Miguel esq. / La Serena;8.5
P_OT03;4;G15R;5.0;PG833;La Serena esq. / General  Arriagada;23.0
P_OT03;4;G15R;6.0;PG1252;General Arriagada esq. / Los Olmecas;24.0
P_OT03;4;G15R;7.0;PG1253;General Arriagada esq. / Las Parcelas;30.75
P_OT03;4;G15R;8.0;PG1685;General Arriagada esq. / J. Edwards Bello;30.75
P_OT03;4;G15R;9.0;PG1610;J. Edwards Bello esq. / Pedro Hunneus;30.75
P_OT03;4;G15R;10.0;PG1256;J. Edwards Bello esq. / Santo Tomás;30.75
P_OT03;4;G15R;11.0;PE833;Av. Santo Tomás esq. / Parinacota;36.25
P_OT03;4;G15R;12.0;PE834;Av. Santo Tomás esq. / Sofía Eastman;39.25
P_OT03;4;G15R;13.0;PG1617;Parada 6 / Santo Tomás   Santa Rosa;30.75
P_OT03;4;G15R;14.0;PG1258;Parada 1 / Colegio   Jorge Hunneus;33.25
P_OT03;4;G15R;15.0;PG1663;Parada 5 / Paradero 31   Santa Rosa;32.0
P_OT03;4;G15R;16.0;PG1259;Av. Observatorio esq. / Miguel Hernández;33.5
P_OT03;4;G15R;17.0;PG1260;Av. Observatorio esq. / Santa Valentina;37.0
P_OT03;4;G15R;18.0;PG1261;Av. Observatorio esq. / Santa Pilar;47.0
P_OT03;4;G15R;19.0;PG1262;Av. Observatorio esq. / Los Almendros;42.5
P_OT03;4;G15R;20.0;PG1263;Av. Observatorio esq. / Av. La Bandera;38.75
P_OT03;4;G15R;21.0;PG1264;Av. Observatorio esq. / Las Águilas;41.25
P_OT03;4;G15R;22.0;PG1265;Av. Observatorio esq. / Las Loicas;43.0
P_OT03;4;G15R;23.0;PG1266;Av. Observatorio esq. / Av. San Francisco;40.75
P_OT03;4;G15R;24.0;PG1267;Av. Observatorio esq. / Las Araucarias;41.0
P_OT03;4;G15R;25.0;PG1268;Av. Observatorio esq. / Julio Covarrubias;43.25
P_OT03;4;G15R;26.0;PG1269;Av. Observatorio esq. / Los Avellanos;37.25
P_OT03;4;G15R;27.0;PG1270;Av. Observatorio esq. / Baquedano;32.75
P_OT03;4;G15R;28.0;PG1271;Av. Observatorio esq. / Av. Padre Hurtado;31.25
P_OT03;4;G15R;29.0;PG1272;Los Tréboles esq. / Los Quillayes;31.25
P_OT03;4;G15R;30.0;PG1273;Los Tréboles esq. / Mariano Latorre;29.5
P_OT03;4;G15R;31.0;PG1274;Los Tréboles esq. / Gran Avenida;27.75
P_OT03;4;G15R;32.0;PG54;Parada  / Paradero 32   Gran Avenida;27.75
P_OT03;4;G15R;33.0;PG55;Parada 2 / Paradero 31   Gran Avenida;23.5
P_OT03;4;G15R;34.0;PG56;Parada 2 / Paradero 30   Gran Avenida;23.25
P_OT03;4;G15R;35.0;PG57;Parada  / Paradero 29   Gran Avenida;22.0
P_OT03;4;G15R;36.0;PG58;Parada 2 / Paradero 28   Gran Avenida;21.0
P_OT03;4;G15R;37.0;PG1583;Parada  / Est. Intermodal   La Cisterna;10.25
P_OT03;4;H05cI;1.0;PH1530;Clotario Blest esq. / Alhué;10.333333333333334
P_OT03;4;H05cI;2.0;PH532;Alhué esq. / Cahuelmó;13.166666666666666
P_OT03;4;H05cI;3.0;PH533;Alhué esq. / Club Hípico ;15.5
P_OT03;4;H05cI;4.0;PH370;Club Hípico esq. / Avenida 3 Poniente;17.666666666666668
P_OT03;4;H05cI;5.0;PH371;Club Hípico esq. / Vecinal;21.5
P_OT03;4;H05cI;6.0;PH372;Club Hípico esq. / Departamental Ant;24.0
P_OT03;4;H05cI;7.0;PH1518;Av. Departamental esq. / Alcibiades;26.0
P_OT03;4;H05cI;8.0;PH7;Av. Departamental esq. / Av. J. J. Prieto Vial;26.0
P_OT03;4;H05cI;9.0;PH8;Av. Departamental esq. / Pasaje 1;27.166666666666668
P_OT03;4;H05cI;10.0;PH9;Av. Departamental esq. / 3ª Transversal;21.833333333333332
P_OT03;4;H05cI;11.0;PH10;Av. Departamental esq. / 1ª Transversal;4.833333333333333
P_OT03;4;H05cR;1.0;PH1477;Chiloé esq. / Av. Departamental;0.6666666666666666
P_OT03;4;H05cR;2.0;PH34;Parada 1 / (M) Departamental;4.777777777777778
P_OT03;4;H05cR;3.0;PH35;Av. Departamental esq. / San Jerónimo;4.777777777777778
P_OT03;4;H05cR;4.0;PH36;Av. Departamental esq. / Gauss;4.888888888888889
P_OT03;4;H05cR;5.0;PH37;Av. Departamental esq. / Monja Alférez;4.777777777777778
P_OT03;4;H05cR;6.0;PH38;Av. Departamental esq. / Delta;4.111111111111111
P_OT03;4;H05cR;7.0;PH1517;Av. Departamental esq. / Alcibiades;3.6666666666666665
P_OT03;4;H05cR;8.0;PH344;Club Hípico esq. / Av. Departamental;3.7777777777777777
P_OT03;4;H05cR;9.0;PH345;Club Hípico esq. / Vecinal;3.6666666666666665
P_OT03;4;H05cR;10.0;PH346;Club Hípico esq. / Chacao;3.6666666666666665
P_OT03;4;H05cR;11.0;PH347;Club Hípico esq. / Alhué;2.3333333333333335
P_OT03;4;H05cR;12.0;PH1526;Petrohué esq. / Llaima;2.111111111111111
P_OT03;4;H05cR;13.0;PH522;Petrohué esq. / Cahuelmó;1.6666666666666667
P_OT03;4;H05cR;14.0;PH523;Parada 4 / Liceo Julio   Chaná Cariola;0.7777777777777778
P_OT03;4;H14I;1.0;PE1419;Parada  / Mall   Florida Center;0.0
P_OT03;4;H14I;2.0;PE1289;Parada 4 / (M) Mirador;1.6666666666666667
P_OT03;4;H14I;3.0;PE157;Parada  / Mall   Florida Center;1.6666666666666667
P_OT03;4;H14I;4.0;PH217;Parada 5 / (M) Pedrero;1.6666666666666667
P_OT03;4;H14I;5.0;PH1468;Parada  / Paradero 9   Av.Vicuña Mackenna;1.6666666666666667
P_OT03;4;H14I;6.0;PH383;Punta Arenas esq. / Naciones Unidas;1.6666666666666667
P_OT03;4;H14I;7.0;PH384;Avenida Lo Ovalle esq. / Avenida Estadio;2.3333333333333335
P_OT03;4;H14I;8.0;PH776;Varas Mena esq. / Avenida Estadio;3.6666666666666665
P_OT03;4;H14I;9.0;PH735;Varas Mena esq. / Brasilia;4.333333333333333
P_OT03;4;H14I;10.0;PH736;Varas Mena esq. / Avenida Haydn;5.666666666666667
P_OT03;4;H14I;11.0;PH737;Varas Mena esq. / Av. Las Industrias;8.333333333333334
P_OT03;4;H14I;12.0;PH1450;Av. Las Industrias esq. / La Castrina;12.0
P_OT03;4;H14I;13.0;PH738;La Castrina esq. / Latinoamérica;16.666666666666668
P_OT03;4;H14I;14.0;PH739;La Castrina esq. / Juan Planas;17.666666666666668
P_OT03;4;H14I;15.0;PH740;La Castrina esq. / Berlioz;21.333333333333332
P_OT03;4;H14I;16.0;PH741;Berlioz esq. / Varas Mena;22.666666666666668
P_OT03;4;H14I;17.0;PH742;Parada 6 / Paradero 14   Santa Rosa;22.333333333333332
P_OT03;4;H14I;18.0;PB1490;Moscú esq. / Tannenbaum;24.0
P_OT03;4;H14I;19.0;PH780;Moscú esq. / Sebastopol;25.666666666666668
P_OT03;4;H14I;20.0;PH781;Sebastopol esq. / Macaroff;26.333333333333332
P_OT03;4;H14I;21.0;PH782;Sebastopol esq. / León Tolstoi;27.0
P_OT03;4;H14I;22.0;PH788;Tanembaum esq. / Santa Clara;29.0
P_OT03;4;H14I;23.0;PH787;18 de Septiembre esq. / Varas Mena;30.666666666666668
P_OT03;4;H14I;24.0;PH1458;18 de Septiembre esq. / Vargas Buston;32.0
P_OT03;4;H14I;25.0;PH744;Vargas Buston esq. / Chiloé;34.666666666666664
P_OT03;4;H14I;26.0;PH745;Vargas Buston esq. / San Jóse;34.333333333333336
P_OT03;4;H14I;27.0;PH746;Vargas Buston esq. / Gran Avenida;33.333333333333336
P_OT03;4;H14I;28.0;PH126;Parada  / Paradero 13   Gran Avenida;33.333333333333336
P_OT03;4;H14I;29.0;PH127;Parada 2 / (M) Departamental;24.333333333333332
P_OT03;4;H14I;30.0;PH128;Parada  / Colegio Chile;23.0
P_OT03;4;H14I;31.0;PH129;Parada 2 / Paradero 11   Gran Avenida;20.333333333333332
P_OT03;4;H14I;32.0;PH130;Parada  / Paradero 9 1/2   Gran Avenida;19.666666666666668
P_OT03;4;H14I;33.0;PH131;Parada  / Paradero 9   Gran Avenida;20.0
P_OT03;4;H14I;34.0;PH132;Parada 2 / Paradero 8   Gran Avenida;15.0
P_OT03;4;H14I;35.0;PH133;Parada 2 / Municipalidad   de San Miguel;13.333333333333334
P_OT03;4;H14I;36.0;PH134;Parada 2 / Hospital   Barros Luco;10.0
P_OT03;4;H14I;37.0;PH135;Parada 2 / Paradero 3   Gran Avenida;9.666666666666666
P_OT03;4;H14I;38.0;PA63;Parada 2 / (M) Franklin;3.3333333333333335
P_OT03;4;H14I;39.0;PA544;Parada 4 / (M) Franklin;3.3333333333333335
P_OT03;4;H14R;1.0;PA544;Parada 4 / (M) Franklin;1.0
P_OT03;4;H14R;2.0;PA62;Parada 1 / (M) Franklin;1.0
P_OT03;4;H14R;3.0;PH1469;Parada 11 / (M) Franklin;1.0
P_OT03;4;H14R;4.0;PH110;Parada 1 / Paradero 3   Gran Avenida;1.3333333333333333
P_OT03;4;H14R;5.0;PH111;Parada 1 / Hospital   Barros Luco;1.6666666666666667
P_OT03;4;H14R;6.0;PH112;Parada 3 / Municipalidad   de San Miguel;1.8333333333333333
P_OT03;4;H14R;7.0;PH113;Parada 1 / Paradero 8   Gran Avenida;2.3333333333333335
P_OT03;4;H14R;8.0;PH114;Parada  / Paradero 9   Gran Avenida;2.6666666666666665
P_OT03;4;H14R;9.0;PH115;Parada  / Paradero 9 1/2   Gran Avenida;3.1666666666666665
P_OT03;4;H14R;10.0;PH117;Parada 1 / Paradero 11   Gran Avenida;3.5
P_OT03;4;H14R;11.0;PH118;Parada  / Colegio Chile;3.5
P_OT03;4;H14R;12.0;PH260;Parada 5 / (M) Departamental;4.5
P_OT03;4;H14R;13.0;PH120;Parada  / Paradero 13   Gran Avenida;4.833333333333333
P_OT03;4;H14R;14.0;PH121;Parada  / Paradero 14   Gran Avenida;4.833333333333333
P_OT03;4;H14R;15.0;PH747;Varas Mena esq. / C. Walker Martínez;8.666666666666666
P_OT03;4;H14R;16.0;PH748;Varas Mena esq. / Miguel Luis Cerda;7.833333333333333
P_OT03;4;H14R;17.0;PH749;Varas Mena esq. / Chiloé;6.666666666666667
P_OT03;4;H14R;18.0;PH1640;Santa Clara esq. / Santa Fe;7.0
P_OT03;4;H14R;19.0;PH1639;18 de Septiembre esq. / Bermann;8.0
P_OT03;4;H14R;20.0;PH1486;Sebastopol esq. / León Tolstoi;8.5
P_OT03;4;H14R;21.0;PH784;Sebastopol esq. / Macaroff;8.333333333333334
P_OT03;4;H14R;22.0;PH1449;Sebastopol esq. / Moscú;8.0
P_OT03;4;H14R;23.0;PH783;Parada 6 / Paradero 16   Santa Rosa;6.166666666666667
P_OT03;4;H14R;25.0;PH741;Berlioz esq. / Varas Mena;9.666666666666666
P_OT03;4;H14R;26.0;PH751;Varas Mena esq. / Juan Planas;12.5
P_OT03;4;H14R;27.0;PH752;Varas Mena esq. / Pintor Murillo;14.5
P_OT03;4;H14R;28.0;PH753;Varas Mena esq. / Av. Las Industrias;16.0
P_OT03;4;H14R;29.0;PH754;Varas Mena esq. / Vecinal;16.166666666666668
P_OT03;4;H14R;30.0;PH415;Vecinal esq. / Carmen Mena;16.166666666666668
P_OT03;4;H14R;31.0;PH416;Vecinal esq. / Av. Departamental;16.166666666666668
P_OT03;4;H14R;32.0;PH21;Av. Departamental esq. / Avenida Haydn;16.166666666666668
P_OT03;4;H14R;33.0;PH22;Parada  / Persa   Dapartamental;15.333333333333334
P_OT03;4;H14R;34.0;PH672;Av. Departamental esq. / Av.Vicuña Mackenna;15.166666666666666
P_OT03;4;H14R;35.0;PE1;Parada 4 / (M) Pedrero;4.166666666666667
P_OT03;4;H14R;36.0;PE2;Av. Departamental esq. / E. Fernández;4.166666666666667
P_OT03;4;H14R;37.0;PE1419;Parada  / Mall   Florida Center;0.6666666666666666
P_OT03;9;113I;1.0;PI1599;Parada 3 / Colegio Los Alpes;3.0
P_OT03;9;113I;2.0;PI265;Central Oriente esq. / Lago Albano;4.6
P_OT03;9;113I;3.0;PI266;Central Oriente esq. / Lago de Lugano;7.6
P_OT03;9;113I;4.0;PI267;Central Oriente esq. / Castelgandolfo;9.0
P_OT03;9;113I;5.0;PI268;Central Oriente esq. / Lago Bolsena;11.4
P_OT03;9;113I;6.0;PI269;Central Oriente esq. / Lago de Como;13.8
P_OT03;9;113I;7.0;PI270;Central Oriente esq. / Caletera Melipilla;19.0
P_OT03;9;113I;8.0;PI271;Camino a Melipilla esq. / Cam. Los Talaveras;20.0
P_OT03;9;113I;9.0;PI272;Camino a Melipilla esq. / Granad. de Sn. Martín;21.0
P_OT03;9;113I;10.0;PI1601;Camino a Melipilla esq. / Avenida 4 Poniente;21.6
P_OT03;9;113I;11.0;PI273;Camino a Melipilla esq. / Egipto;21.8
P_OT03;9;113I;12.0;PI274;Camino a Melipilla esq. / Jacques Cousteau;21.6
P_OT03;9;113I;13.0;PI275;Camino a Melipilla esq. / Judea;20.6
P_OT03;9;113I;14.0;PI276;Camino a Melipilla esq. / Avenida 3 Poniente;20.4
P_OT03;9;113I;15.0;PI277;Parada  / Nestlé - Maipú;21.4
P_OT03;9;113I;16.0;PI279;Parada  / Gasco - Maipú;21.6
P_OT03;9;113I;17.0;PI280;Parada  / Goodyear - Maipú;22.0
P_OT03;9;113I;18.0;PI282;Camino a Melipilla esq. / Cerro Sombrero;22.0
P_OT03;9;113I;19.0;PI283;Parada  / Abastible - Copec;22.6
P_OT03;9;113I;20.0;PI329;Parada  / CTI   Camino Melipilla;23.2
P_OT03;9;113I;21.0;PI284;Camino a Melipilla esq. / Chañarcillo;24.6
P_OT03;9;113I;22.0;PI285;Parada  / Pizarreño;30.8
P_OT03;9;113I;23.0;PI286;Camino a Melipilla esq. / Pitágoras;31.2
P_OT03;9;113I;24.0;PI287;Parada  / Empresa Bata;36.2
P_OT03;9;113I;25.0;PI1326;Parada 3 / Liceo Maipú;33.6
P_OT03;9;113I;26.0;PI118;Parada 2 / Villa Sta. Adela;34.4
P_OT03;9;113I;27.0;PI119;Parada 2 / Miguel Socías;34.6
P_OT03;9;113I;28.0;PI120;Parada 2 / El Mirador;33.8
P_OT03;9;113I;29.0;PI1631;Parada 2 / Colegio   Don Orione;33.6
P_OT03;9;113I;30.0;PI1630;Parada 2 / Lo Errázuriz   P. Aguirre Cerda;34.6
P_OT03;9;113I;31.0;PI1629;Av. Pedro Aguirre Cerda esq. / Salomón Sack;35.4
P_OT03;9;113I;32.0;PI1628;Parada  / Centro Cívico   Cerrillos;37.8
P_OT03;9;113I;33.0;PI1627;Parada  / P. Aguirre Cerda   Altura del 5800;37.6
P_OT03;9;113I;34.0;PI1626;Parada  / Comando   Logístico FACH;37.6
P_OT03;9;113I;35.0;PI1625;Parada  / Museo Aeronáutico;37.4
P_OT03;9;113I;36.0;PI1623;Parada 4 / (M) Cerrillos;23.6
P_OT03;9;113I;37.0;PI1320;Parada 3 / (M) P. Aguirre C.;24.0
P_OT03;9;113I;38.0;PI288;Avenida Buzeta esq. / Avenida 5;24.4
P_OT03;9;113I;39.0;PI1319;Avenida Buzeta esq. / Avenida 3;23.8
P_OT03;9;113I;40.0;PI289;Avenida Buzeta esq. / Avenida 1;23.8
P_OT03;9;113I;41.0;PH94;Parada 1 / (M) Lo Valledor;24.0
